l_fighter_id,r_fighter_id,w_fighter_id,l_FullName,r_FullName,w_FullName,l_fighter_height_cm,r_fighter_height_cm,weight_class,l_fighter_weight_lbs,r_fighter_weight_lbs,l_fighter_reach_cm,r_fighter_reach_cm,l_fighter_stance,r_fighter_stance,l_fighter_dob,r_fighter_dob,event_date,l_fighter_age,r_fighter_age,l_seniority,r_seniority,l_fighter_w,l_fighter_l,r_fighter_w,r_fighter_l,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,l_ctrl_time,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,r_ctrl_time,result,num_rounds,finish_round,finish_time,l_w/l_ratio,r_w/l_ratio,l_win,r_win,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_stance_pair,r_stance_pair
3774,870,870,David Bielkheden,Diego Sanchez,Diego Sanchez,177.8,177.8,Welterweight,155,170,180.34,182.88,Orthodox,Southpaw,1979-06-06 00:00:00,1981-12-31 00:00:00,2008-03-01,28,26,2,-2,24,12,31,13,0,11,11,1,1,0,0,0,0,0:00,0,75,49,50,24,1,1,0,0,4:30,KO/TKO,3,1,4:43,2,2.384615,0,1,0,0,-15,15,-2.540009,2.540009,0,270,36,44,-8,8,-0.384615421295166,0.384615421295166,Orthodox vs Southpaw,Southpaw vs Orthodox
3774,2027,3774,David Bielkheden,Jess Liaudin,David Bielkheden,177.8,175.26,Lightweight,155,170,180.34,182.88,Orthodox,Orthodox,1979-06-06 00:00:00,,2008-10-18,29,,,,24,12,20,11,0,104,86,53,36,11,7,0,0,9:54,0,72,58,25,12,1,1,2,0,3:14,Decision,3,3,5:00,2,1.818182,1,0,2.540009,-2.540009,-15,15,-2.540009,2.540009,594,194,36,31,5,-5,0.181818127632141,-0.181818127632141,Orthodox vs Orthodox,Orthodox vs Orthodox
3690,1334,1334,David Branch,Rousimar Palhares,Rousimar Palhares,185.42,172.72,Middleweight,185,170,198.12,180.34,Orthodox,Orthodox,1981-09-26 00:00:00,1980-02-26 00:00:00,2011-03-03,29,31,-2,2,22,6,19,8,0,35,17,23,6,1,1,0,0,3:19,0,5,4,3,2,2,0,3,0,0:26,Submission,3,2,1:44,3.666667,2.375,0,1,12.7,-12.7,15,-15,17.78,-17.78,199,26,28,27,1,-1,1.29166674613953,-1.29166674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3690,990,990,David Branch,Luke Rockhold,Luke Rockhold,185.42,190.5,Middleweight,185,185,198.12,195.58,Orthodox,Southpaw,1981-09-26 00:00:00,1984-10-17 00:00:00,2017-09-16,35,32,3,-3,22,6,16,6,0,82,51,56,25,2,1,0,0,2:18,0,97,68,85,58,5,2,0,0,3:42,KO/TKO,5,2,4:05,3.666667,2.666667,0,1,-5.080002,5.080002,0,0,2.539993,-2.539993,138,222,28,22,6,-6,1,-1,Orthodox vs Southpaw,Southpaw vs Orthodox
3690,2637,2637,David Branch,Gerald Harris,Gerald Harris,185.42,180.34,Middleweight,185,185,198.12,195.58,Orthodox,Southpaw,1981-09-26 00:00:00,1979-11-19 00:00:00,2010-07-03,28,30,-2,2,22,6,23,5,0,60,40,39,20,2,0,0,0,1:28,0,39,11,37,10,5,5,0,0,4:48,KO/TKO,3,3,2:35,3.666667,4.6,0,1,5.080002,-5.080002,0,0,2.539993,-2.539993,88,288,28,28,0,0,-0.933333158493042,0.933333158493042,Orthodox vs Southpaw,Southpaw vs Orthodox
3690,3165,3690,David Branch,Tomasz Drwal,David Branch,185.42,185.42,Middleweight,185,205,198.12,193.04,Orthodox,Orthodox,1981-09-26 00:00:00,1982-01-22 00:00:00,2010-09-15,28,28,0,0,22,6,21,5,0,85,62,31,15,10,3,0,0,7:39,0,55,19,43,10,0,0,0,0,1:23,Decision,3,3,5:00,3.666667,4.2,1,0,0,0,-20,20,5.080002,-5.080002,459,83,28,26,2,-2,-0.53333306312561,0.53333306312561,Orthodox vs Orthodox,Orthodox vs Orthodox
3690,832,3690,David Branch,Thiago Santos,David Branch,185.42,187.96,Middleweight,185,205,198.12,193.04,Orthodox,Orthodox,1981-09-26 00:00:00,1984-01-07 00:00:00,2018-04-21,36,34,2,-2,22,6,22,11,1,15,5,15,5,1,0,0,0,0:02,0,29,14,29,14,0,0,0,0,0:00,KO/TKO,3,1,2:30,3.666667,2,1,0,-2.540009,2.540009,-20,20,5.080002,-5.080002,2,0,28,33,-5,5,1.66666674613953,-1.66666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3690,3562,3562,David Branch,Jared Cannonier,Jared Cannonier,185.42,180.34,Middleweight,185,185,198.12,195.58,Orthodox,Switch,1981-09-26 00:00:00,1984-03-16 00:00:00,2018-11-03,37,34,3,-3,22,6,17,6,0,28,13,25,10,10,3,0,0,1:59,1,61,31,56,26,0,0,0,0,0:42,KO/TKO,3,2,0:39,3.666667,2.833333,0,1,5.080002,-5.080002,0,0,2.539993,-2.539993,119,42,28,23,5,-5,0.833333492279053,-0.833333492279053,Orthodox vs Switch,Switch vs Orthodox
3690,2580,2580,David Branch,Jack Hermansson,Jack Hermansson,185.42,185.42,Middleweight,185,185,198.12,195.58,Orthodox,Orthodox,1981-09-26 00:00:00,1988-06-10 00:00:00,2019-03-30,37,30,7,-7,22,6,23,8,0,6,1,6,1,0,0,0,0,0:04,0,10,3,10,3,2,1,1,0,0:10,Submission,3,1,0:49,3.666667,2.875,0,1,0,0,0,0,2.539993,-2.539993,4,10,28,31,-3,3,0.791666746139526,-0.791666746139526,Orthodox vs Orthodox,Orthodox vs Orthodox
3690,2322,3690,David Branch,Krzysztof Jotko,David Branch,185.42,185.42,Middleweight,185,185,198.12,195.58,Orthodox,Southpaw,1981-09-26 00:00:00,1989-08-19 00:00:00,2017-05-13,35,27,8,-8,22,6,24,6,0,181,93,122,39,7,2,0,0,5:12,0,110,49,85,28,2,1,0,0,0:57,Decision,3,3,5:00,3.666667,4,1,0,0,0,0,0,2.539993,-2.539993,312,57,28,30,-2,2,-0.333333253860474,0.333333253860474,Orthodox vs Southpaw,Southpaw vs Orthodox
3197,1009,1009,David Dodd,Tyrone Roberts,Tyrone Roberts,187.96,175.26,Middleweight,200,185,191,178,Orthodox,Orthodox,1973-09-22 00:00:00,,2000-06-09,26,,,,4,7,43,12,0,49,27,31,10,2,0,0,0,0:02,0,163,105,60,16,1,1,0,0,4:47,Decision,3,3,5:00,0.5714286,3.583333,0,1,12.70001,-12.70001,15,-15,13,-13,2,287,11,55,-44,44,-3.01190465688705,3.01190465688705,Orthodox vs Orthodox,Orthodox vs Orthodox
3197,2912,2912,David Dodd,Travis Fulton,Travis Fulton,187.96,182.88,Heavyweight,200,240,191,186,Orthodox,Orthodox,1973-09-22 00:00:00,1977-05-29 00:00:00,1999-07-16,25,22,3,-3,4,7,253,53,0,6,1,0,0,5,0,0,0,1:37,1,65,47,32,25,2,1,0,0,7:41,Decision,2,2,5:00,0.5714286,4.773585,0,1,5.080002,-5.080002,-40,40,5,-5,97,461,11,306,-295,295,-4.20215624570847,4.20215624570847,Orthodox vs Orthodox,Orthodox vs Orthodox
3135,1478,1478,David Dvorak,Matheus Nicolau,Matheus Nicolau,165.1,167.64,Flyweight,125,125,172.72,167.64,Orthodox,Orthodox,1992-06-05 00:00:00,1993-01-06 00:00:00,2022-03-26,29,29,0,0,20,6,19,4,0,134,60,110,39,2,0,0,0,1:25,1,94,46,81,36,2,0,0,0,0:48,Decision,3,3,5:00,3.333333,4.75,0,1,-2.539993,2.539993,0,0,5.080002,-5.080002,85,48,26,23,3,-3,-1.41666674613953,1.41666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3135,2285,2285,David Dvorak,Manel Kape,Manel Kape,165.1,165.1,Flyweight,125,125,172.72,172.72,Orthodox,Southpaw,1992-06-05 00:00:00,1993-11-14 00:00:00,2022-12-17,30,29,1,-1,20,6,19,6,0,122,55,94,33,3,2,0,0,2:42,1,136,67,119,58,0,0,2,1,0:57,Decision,3,3,5:00,3.333333,3.166667,0,1,0,0,0,0,0,0,162,57,26,25,1,-1,0.166666507720947,-0.166666507720947,Orthodox vs Southpaw,Southpaw vs Orthodox
3135,955,3135,David Dvorak,Juancamilo Ronderos,David Dvorak,165.1,160.02,Flyweight,125,125,172.72,162.56,Orthodox,Southpaw,1992-06-05 00:00:00,1995-02-17 00:00:00,2021-05-22,28,26,2,-2,20,6,4,2,0,28,9,28,9,0,0,1,0,0:23,0,33,12,32,11,2,0,0,0,0:00,Submission,3,1,2:18,3.333333,2,1,0,5.080002,-5.080002,0,0,10.16,-10.16,23,0,26,6,20,-20,1.33333325386047,-1.33333325386047,Orthodox vs Southpaw,Southpaw vs Orthodox
3135,3061,3135,David Dvorak,Jordan Espinosa,David Dvorak,165.1,167.64,Flyweight,125,125,172.72,175.26,Orthodox,Orthodox,1992-06-05 00:00:00,1989-11-08 00:00:00,2020-09-19,28,30,-2,2,20,6,15,9,0,147,69,146,68,1,0,0,0,0:04,0,162,50,162,50,1,0,0,0,0:00,Decision,3,3,5:00,3.333333,1.666667,1,0,-2.539993,2.539993,0,0,-2.539993,2.539993,4,0,26,24,2,-2,1.66666662693024,-1.66666662693024,Orthodox vs Orthodox,Orthodox vs Orthodox
3135,3076,3076,David Dvorak,Steve Erceg,Steve Erceg,165.1,172.72,Flyweight,125,125,172.72,172.72,Orthodox,Orthodox,1992-06-05 00:00:00,1995-07-27 00:00:00,2023-06-10,31,27,4,-4,20,6,10,1,0,117,56,114,53,3,1,0,0,1:57,0,142,56,140,54,4,3,1,0,1:29,Decision,3,3,5:00,3.333333,10,0,1,-7.619995,7.619995,0,0,0,0,117,89,26,11,15,-15,-6.66666674613953,6.66666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3135,684,3135,David Dvorak,Bruno Silva,David Dvorak,165.1,182.88,Flyweight,125,185,172.72,187.96,Orthodox,Orthodox,1992-06-05 00:00:00,1989-07-13 00:00:00,2020-03-14,27,30,-3,3,20,6,23,9,0,161,92,133,67,1,0,0,2,1:13,0,112,60,97,45,11,3,0,0,1:31,Decision,3,3,5:00,3.333333,2.555556,1,0,-17.78,17.78,-60,60,-15.24001,15.24001,73,91,26,32,-6,6,0.777777671813965,-0.777777671813965,Orthodox vs Orthodox,Orthodox vs Orthodox
2604,1934,1934,David Heath,Lyoto Machida,Lyoto Machida,180.34,185.42,Light Heavyweight,205,185,182.88,187.96,Orthodox,Southpaw,1976-02-10 00:00:00,1978-05-30 00:00:00,2007-04-21,31,28,3,-3,18,7,24,8,0,59,20,46,8,1,0,0,0,0:00,1,115,80,101,67,0,0,1,0,2:37,Decision,3,3,5:00,2.571429,3,0,1,-5.080002,5.080002,20,-20,-5.080002,5.080002,0,157,25,32,-7,7,-0.428571462631226,0.428571462631226,Orthodox vs Southpaw,Southpaw vs Orthodox
2604,202,2604,David Heath,Cory Walmsley,David Heath,180.34,182.88,Light Heavyweight,205,205,182.88,185,Orthodox,Orthodox,1976-02-10 00:00:00,,2006-08-26,30,,,,18,7,8,2,0,22,19,6,3,1,1,3,0,2:20,0,13,13,2,2,0,0,0,0,0:02,Submission,3,1,2:32,2.571429,4,1,0,-2.540009,2.540009,0,0,-2.119995,2.119995,140,2,25,10,15,-15,-1.42857146263123,1.42857146263123,Orthodox vs Orthodox,Orthodox vs Orthodox
2604,300,2604,David Heath,Victor Valimaki,David Heath,180.34,182.88,Light Heavyweight,205,205,182.88,185,Orthodox,Orthodox,1976-02-10 00:00:00,,2006-12-13,30,,,,18,7,18,10,0,136,48,132,44,0,0,0,0,0:05,0,226,83,209,66,3,1,0,0,0:59,Decision,3,3,5:00,2.571429,1.8,1,0,-2.540009,2.540009,0,0,-2.119995,2.119995,5,59,25,28,-3,3,0.77142858505249,-0.77142858505249,Orthodox vs Orthodox,Orthodox vs Orthodox
2604,614,614,David Heath,Renato Sobral,Renato Sobral,180.34,185.42,Light Heavyweight,205,205,182.88,190.5,Orthodox,Orthodox,1976-02-10 00:00:00,1975-09-07 00:00:00,2007-08-25,31,31,0,0,18,7,37,11,0,41,33,11,6,0,0,0,0,2:24,0,175,126,95,60,2,1,3,0,5:03,Submission,3,2,3:30,2.571429,3.363636,0,1,-5.080002,5.080002,0,0,-7.619995,7.619995,144,303,25,48,-23,23,-0.792207717895508,0.792207717895508,Orthodox vs Orthodox,Orthodox vs Orthodox
2284,952,952,David Kaplan,George Roop,George Roop,170.18,185.42,Lightweight,155,135,173,182.88,Orthodox,Orthodox,1979-11-16 00:00:00,1981-11-10 00:00:00,2009-05-23,29,27,2,-2,3,4,15,13,0,158,98,105,50,14,5,0,0,5:14,0,302,133,226,62,0,0,0,0,0:00,Decision,3,3,5:00,0.75,1.153846,0,1,-15.24001,15.24001,20,-20,-9.880005,9.880005,314,0,7,28,-21,21,-0.403846144676208,0.403846144676208,Orthodox vs Orthodox,Orthodox vs Orthodox
2038,1060,1060,David Levicki,Johnny Rhodes,Johnny Rhodes,195.58,182.88,Open Weight,275,210,198,185,,Orthodox,,,1994-03-11,,,,,1,3,2,1,0,102,95,5,4,0,0,0,0,--,0,86,74,17,11,1,1,0,0,--,KO/TKO,,1,2:13,0.3333333,2,0,1,12.7,-12.7,65,-65,13,-13,0,0,4,3,1,-1,-1.66666665673256,1.66666665673256," vs Orthodox","Orthodox vs "
1992,163,1992,David Loiseau,Mark Weir,David Loiseau,182.88,187.96,Middleweight,185,185,193.04,191,Orthodox,Southpaw,1979-12-17 00:00:00,1967-09-19 00:00:00,2003-04-25,23,35,-12,12,23,11,21,18,0,24,19,20,16,2,1,0,0,3:32,0,12,12,2,2,0,0,0,0,0:00,KO/TKO,3,1,3:55,2.090909,1.166667,1,0,-5.080002,5.080002,0,0,2.039993,-2.039993,212,0,34,39,-5,5,0.924242377281189,-0.924242377281189,Orthodox vs Southpaw,Southpaw vs Orthodox
1992,1026,1026,David Loiseau,Jorge Rivera,Jorge Rivera,182.88,185.42,Middleweight,185,185,193.04,185.42,Orthodox,Orthodox,1979-12-17 00:00:00,1972-02-28 00:00:00,2003-09-26,23,31,-8,8,23,11,20,9,0,92,49,78,35,3,0,0,0,0:29,1,210,154,136,80,0,0,0,0,5:28,Decision,3,3,5:00,2.090909,2.222222,0,1,-2.539993,2.539993,0,0,7.619995,-7.619995,29,328,34,29,5,-5,-0.131313323974609,0.131313323974609,Orthodox vs Orthodox,Orthodox vs Orthodox
1992,1789,1992,David Loiseau,Charles McCarthy,David Loiseau,182.88,177.8,Middleweight,185,185,193.04,180.34,Orthodox,Orthodox,1979-12-17 00:00:00,1980-08-06 00:00:00,2005-06-04,25,24,1,-1,23,11,10,5,1,50,30,40,20,0,0,0,0,2:53,0,20,8,1,0,3,1,1,0,2:45,KO/TKO,3,2,2:10,2.090909,2,1,0,5.080002,-5.080002,0,0,12.7,-12.7,173,165,34,15,19,-19,9.09090042114258e-02,-9.09090042114258e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
1992,1674,1674,David Loiseau,Mario Miranda,Mario Miranda,182.88,190.5,Middleweight,185,185,193.04,187.96,Orthodox,Orthodox,1979-12-17 00:00:00,1979-07-12 00:00:00,2010-06-12,30,30,0,0,23,11,14,7,0,11,3,10,2,0,0,0,0,0:40,0,194,131,63,42,3,3,0,0,7:21,KO/TKO,3,2,4:07,2.090909,2,0,1,-7.619995,7.619995,0,0,5.079987,-5.079987,40,441,34,21,13,-13,9.09090042114258e-02,-9.09090042114258e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
1992,483,483,David Loiseau,Mike Swick,Mike Swick,182.88,185.42,Middleweight,185,170,193.04,195.58,Orthodox,Orthodox,1979-12-17 00:00:00,1979-06-19 00:00:00,2006-09-23,26,27,-1,1,23,11,15,6,0,76,44,68,36,1,1,0,0,2:42,0,125,63,93,32,7,3,0,0,3:29,Decision,3,3,5:00,2.090909,2.5,0,1,-2.539993,2.539993,15,-15,-2.540009,2.540009,162,209,34,21,13,-13,-0.409090995788574,0.409090995788574,Orthodox vs Orthodox,Orthodox vs Orthodox
1992,446,1992,David Loiseau,Evan Tanner,David Loiseau,182.88,182.88,Middleweight,185,185,193.04,187.96,Orthodox,Orthodox,1979-12-17 00:00:00,1971-02-11 00:00:00,2005-10-03,25,34,-9,9,23,11,32,8,0,37,16,34,13,0,0,0,2,0:48,0,86,61,24,15,4,3,2,0,6:00,"TKO - Doctor's Stoppage",3,2,4:15,2.090909,4,1,0,0,0,0,0,5.079987,-5.079987,48,360,34,40,-6,6,-1.90909099578857,1.90909099578857,Orthodox vs Orthodox,Orthodox vs Orthodox
1992,1098,1992,David Loiseau,Gideon Ray,David Loiseau,182.88,177.8,Middleweight,185,185,193.04,180,Orthodox,Southpaw,1979-12-17 00:00:00,1973-05-27 00:00:00,2005-02-05,25,31,-6,6,23,11,17,15,2,43,25,34,17,0,0,1,0,2:39,0,24,12,23,11,1,1,0,0,0:35,"TKO - Doctor's Stoppage",3,1,5:00,2.090909,1.133333,1,0,5.080002,-5.080002,0,0,13.03999,-13.03999,159,35,34,32,2,-2,0.957575678825378,-0.957575678825378,Orthodox vs Southpaw,Southpaw vs Orthodox
1707,147,1707,David Michaud,Garett Whiteley,David Michaud,175.26,182.88,Lightweight,155,155,178,182.88,Orthodox,Orthodox,1988-11-10 00:00:00,1980-12-13 00:00:00,2014-12-13,26,34,-8,8,11,3,7,3,0,204,123,140,77,4,4,0,0,7:32,0,207,112,161,75,1,0,0,0,0:00,Decision,3,3,5:00,3.666667,2.333333,1,0,-7.62001,7.62001,0,0,-4.880005,4.880005,452,0,14,10,4,-4,1.33333349227905,-1.33333349227905,Orthodox vs Orthodox,Orthodox vs Orthodox
1666,217,217,David Mitchell,TJ Waldburger,TJ Waldburger,182.88,180.34,Welterweight,170,170,190.5,190.5,Orthodox,Orthodox,1979-10-24 00:00:00,1988-04-25 00:00:00,2010-09-15,30,22,8,-8,22,7,16,9,0,59,50,18,13,3,2,6,0,1:35,0,96,69,58,37,7,6,7,3,10:52,Decision,3,3,5:00,3.142857,1.777778,0,1,2.540009,-2.540009,0,0,0,0,95,652,29,25,4,-4,1.36507928371429,-1.36507928371429,Orthodox vs Orthodox,Orthodox vs Orthodox
1666,399,1666,David Mitchell,Simeon Thoresen,David Mitchell,182.88,185.42,Welterweight,170,170,190.5,200.66,Orthodox,Orthodox,1979-10-24 00:00:00,1984-03-14 00:00:00,2013-01-26,33,28,5,-5,22,7,17,6,0,234,121,159,60,2,1,2,1,4:02,0,119,52,115,49,1,1,0,0,3:37,Decision,3,3,5:00,3.142857,2.833333,1,0,-2.539993,2.539993,0,0,-10.16,10.16,242,217,29,23,6,-6,0.309523820877075,-0.309523820877075,Orthodox vs Orthodox,Orthodox vs Orthodox
1666,410,410,David Mitchell,Paulo Thiago,Paulo Thiago,182.88,180.34,Welterweight,170,170,190.5,187.96,Orthodox,Orthodox,1979-10-24 00:00:00,1981-01-25 00:00:00,2011-08-27,31,30,1,-1,22,7,18,9,0,161,62,120,23,0,0,0,0,0:37,0,84,30,69,19,6,6,1,0,4:55,Decision,3,3,5:00,3.142857,2,0,1,2.540009,-2.540009,0,0,2.539993,-2.539993,37,295,29,27,2,-2,1.14285707473755,-1.14285707473755,Orthodox vs Orthodox,Orthodox vs Orthodox
1666,1203,1203,David Mitchell,Mike Pierce,Mike Pierce,182.88,172.72,Welterweight,170,170,190.5,180.34,Orthodox,Orthodox,1979-10-24 00:00:00,1980-09-01 00:00:00,2013-07-06,33,32,1,-1,22,7,17,7,0,110,81,44,17,0,0,0,0,0:17,1,49,25,41,17,4,0,0,0,4:40,KO/TKO,3,2,2:55,3.142857,2.428571,0,1,10.16,-10.16,0,0,10.16,-10.16,17,280,29,24,5,-5,0.714285612106323,-0.714285612106323,Orthodox vs Orthodox,Orthodox vs Orthodox
1381,823,1381,David Onama,Gabriel Santos,David Onama,180.34,175.26,Featherweight,145,145,187.96,177.8,Orthodox,Orthodox,1994-06-07 00:00:00,1996-11-28 00:00:00,2023-06-24,29,26,3,-3,11,2,10,2,1,118,59,104,53,1,0,0,1,2:53,0,90,56,73,39,4,2,2,0,1:31,KO/TKO,3,2,4:13,5.5,5,1,0,5.080002,-5.080002,0,0,10.16,-10.16,173,91,13,12,1,-1,0.5,-0.5,Orthodox vs Orthodox,Orthodox vs Orthodox
417,287,417,David Teymur,Lando Vannata,David Teymur,175.26,175.26,Lightweight,155,155,185.42,180.34,Southpaw,Orthodox,1989-05-01 00:00:00,1992-03-14 00:00:00,2017-03-04,27,24,3,-3,8,2,12,7,0,197,95,192,90,7,2,0,0,0:50,0,144,79,141,76,1,1,0,0,0:07,Decision,3,3,5:00,4,1.714286,1,0,0,0,0,0,5.080002,-5.080002,50,7,10,19,-9,9,2.28571426868439,-2.28571426868439,Southpaw vs Orthodox,Orthodox vs Southpaw
3840,2418,2418,Dean Barry,Mike Jackson,Mike Jackson,177.8,187.96,Welterweight,170,170,182.88,187.96,Orthodox,Orthodox,1992-07-03 00:00:00,1985-03-22 00:00:00,2022-04-23,29,37,-8,8,4,2,1,2,1,93,39,90,36,0,0,0,0,0:15,0,37,18,37,18,1,0,0,0,0:09,DQ,3,1,3:52,2,0.5,0,1,-10.16,10.16,0,0,-5.080002,5.080002,15,9,6,3,3,-3,1.5,-1.5,Orthodox vs Orthodox,Orthodox vs Orthodox
2002,814,2002,Dean Lister,Yuki Sasaki,Dean Lister,185.42,187.96,Middleweight,185,185,190.5,191,Orthodox,Orthodox,1976-02-13 00:00:00,1976-09-12 00:00:00,2006-08-17,30,29,1,-1,13,7,25,22,0,86,57,51,24,17,5,2,1,5:48,0,72,32,66,26,0,0,0,0,4:37,Decision,3,3,5:00,1.857143,1.136364,1,0,-2.540009,2.540009,0,0,-0.5,0.5,348,277,20,47,-27,27,0.720779180526733,-0.720779180526733,Orthodox vs Orthodox,Orthodox vs Orthodox
2002,1860,1860,Dean Lister,Nate Marquardt,Nate Marquardt,185.42,182.88,Middleweight,185,185,190.5,187.96,Orthodox,Orthodox,1976-02-13 00:00:00,1979-04-20 00:00:00,2007-01-25,30,27,3,-3,13,7,35,19,0,55,27,43,18,11,0,0,0,0:00,4,112,66,98,53,2,2,0,0,8:22,Decision,3,3,5:00,1.857143,1.842105,0,1,2.539993,-2.539993,0,0,2.539993,-2.539993,0,502,20,54,-34,34,1.50375366210938e-02,-1.50375366210938e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
2002,894,2002,Dean Lister,Alessio Sakara,Dean Lister,185.42,182.88,Light Heavyweight,185,185,190.5,182.88,Orthodox,Orthodox,1976-02-13 00:00:00,1981-09-02 00:00:00,2006-05-27,30,24,6,-6,13,7,19,11,0,8,6,2,1,1,0,2,0,0:00,0,6,4,3,1,0,0,0,0,1:50,Submission,3,1,2:20,1.857143,1.727273,1,0,2.539993,-2.539993,0,0,7.619995,-7.619995,0,110,20,30,-10,10,0.129870057106018,-0.129870057106018,Orthodox vs Orthodox,Orthodox vs Orthodox
2002,1128,2002,Dean Lister,Jordan Radev,Dean Lister,185.42,170.18,Middleweight,185,185,190.5,173,Orthodox,Southpaw,1976-02-13 00:00:00,1976-09-28 00:00:00,2007-12-29,31,31,0,0,13,7,23,5,0,109,38,99,31,10,2,0,0,2:37,0,118,49,89,20,0,0,0,0,0:46,Decision,3,3,5:00,1.857143,4.6,1,0,15.24001,-15.24001,0,0,17.5,-17.5,157,46,20,28,-8,8,-2.74285709857941,2.74285709857941,Orthodox vs Southpaw,Southpaw vs Orthodox
2002,1409,1409,Dean Lister,Yushin Okami,Yushin Okami,185.42,187.96,Middleweight,185,170,190.5,190.5,Orthodox,Southpaw,1976-02-13 00:00:00,1981-07-21 00:00:00,2008-12-27,32,27,5,-5,13,7,34,12,0,52,17,39,6,11,0,0,0,0:15,0,117,77,77,39,0,0,0,0,8:56,Decision,3,3,5:00,1.857143,2.833333,0,1,-2.540009,2.540009,15,-15,0,0,15,536,20,46,-26,26,-0.976190447807312,0.976190447807312,Orthodox vs Southpaw,Southpaw vs Orthodox
2997,1247,2997,Deiveson Figueiredo,Alex Perez,Deiveson Figueiredo,165.1,167.64,Flyweight,125,125,172.72,165.1,Orthodox,Orthodox,1987-12-18 00:00:00,1992-03-21 00:00:00,2020-11-21,32,28,4,-4,21,3,24,7,0,8,5,8,5,0,0,1,0,0:00,0,14,6,14,6,2,0,0,0,0:37,Submission,5,1,1:57,7,3.428571,1,0,-2.539993,2.539993,0,0,7.619995,-7.619995,0,37,24,31,-7,7,3.57142853736877,-3.57142853736877,Orthodox vs Orthodox,Orthodox vs Orthodox
2997,1618,2997,Deiveson Figueiredo,John Moraga,Deiveson Figueiredo,165.1,167.64,Flyweight,125,125,172.72,167.64,Orthodox,Orthodox,1987-12-18 00:00:00,1984-03-20 00:00:00,2018-08-25,30,34,-4,4,21,3,19,7,2,58,46,39,29,4,2,1,0,4:56,0,33,19,26,14,2,0,1,0,0:00,KO/TKO,3,2,3:08,7,2.714286,1,0,-2.539993,2.539993,0,0,5.080002,-5.080002,296,0,24,26,-2,2,4.28571438789368,-4.28571438789368,Orthodox vs Orthodox,Orthodox vs Orthodox
2997,1603,1603,Deiveson Figueiredo,Brandon Moreno,Brandon Moreno,165.1,170.18,Flyweight,125,125,172.72,177.8,Orthodox,Orthodox,1987-12-18 00:00:00,1993-12-07 00:00:00,2023-01-21,35,29,6,-6,21,3,21,7,0,48,24,43,19,2,1,2,0,0:35,0,111,85,74,48,6,3,0,0,6:52,"TKO - Doctor's Stoppage",5,3,5:00,7,3,0,1,-5.079987,5.079987,0,0,-5.080002,5.080002,35,412,24,28,-4,4,4,-4,Orthodox vs Orthodox,Orthodox vs Orthodox
2997,1614,2997,Deiveson Figueiredo,Joseph Morales,Deiveson Figueiredo,165.1,167.64,Flyweight,125,125,172.72,175.26,Orthodox,Switch,1987-12-18 00:00:00,1994-08-22 00:00:00,2018-02-03,30,23,7,-7,21,3,9,2,1,76,44,62,31,2,2,1,0,6:03,0,35,11,32,9,1,0,0,0,0:00,KO/TKO,3,2,4:34,7,4.5,1,0,-2.539993,2.539993,0,0,-2.539993,2.539993,363,0,24,11,13,-13,2.5,-2.5,Orthodox vs Switch,Switch vs Orthodox
2997,2955,2955,Deiveson Figueiredo,Jussier Formiga,Jussier Formiga,165.1,165.1,Flyweight,125,125,172.72,170.18,Orthodox,Orthodox,1987-12-18 00:00:00,1985-04-14 00:00:00,2019-03-23,31,33,-2,2,21,3,23,8,0,80,41,50,14,2,0,0,0,0:11,0,78,51,51,26,5,3,0,0,6:41,Decision,3,3,5:00,7,2.875,0,1,0,0,0,0,2.540009,-2.540009,11,401,24,31,-7,7,4.125,-4.125,Orthodox vs Orthodox,Orthodox vs Orthodox
2997,1329,2997,Deiveson Figueiredo,Alexandre Pantoja,Deiveson Figueiredo,165.1,165.1,Flyweight,125,125,172.72,170.18,Orthodox,Orthodox,1987-12-18 00:00:00,1990-04-16 00:00:00,2019-07-27,31,29,2,-2,21,3,26,5,1,117,71,113,67,3,2,0,0,1:52,0,160,68,151,61,10,2,0,0,1:14,Decision,3,3,5:00,7,5.2,1,0,0,0,0,0,2.540009,-2.540009,112,74,24,31,-7,7,1.80000019073486,-1.80000019073486,Orthodox vs Orthodox,Orthodox vs Orthodox
